,Unnamed: 0,video_id,labeler_2,labeler_1,start_seconds,end_seconds,duration,video_url,youtube_url,start_frame,end_frame
57,1377,-DGQsmwXmLg,cutting,cutting,121.0,126.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-DGQsmwXmLg.mp4,https://www.youtube.com/watch?v=-DGQsmwXmLg&start=96,1815,1890
58,1377,-DGQsmwXmLg,cutting,cutting,126.0,131.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-DGQsmwXmLg.mp4,https://www.youtube.com/watch?v=-DGQsmwXmLg&start=96,1890,1965
59,1377,-DGQsmwXmLg,cutting,cutting,131.0,136.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-DGQsmwXmLg.mp4,https://www.youtube.com/watch?v=-DGQsmwXmLg&start=96,1965,2040
60,1377,-DGQsmwXmLg,cutting,cutting,136.0,141.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-DGQsmwXmLg.mp4,https://www.youtube.com/watch?v=-DGQsmwXmLg&start=96,2040,2115
61,1377,-DGQsmwXmLg,cutting,cutting,141.0,146.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-DGQsmwXmLg.mp4,https://www.youtube.com/watch?v=-DGQsmwXmLg&start=96,2115,2190
62,1377,-DGQsmwXmLg,cutting,cutting,146.0,151.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-DGQsmwXmLg.mp4,https://www.youtube.com/watch?v=-DGQsmwXmLg&start=96,2190,2265
63,1377,-DGQsmwXmLg,cutting,cutting,151.0,156.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-DGQsmwXmLg.mp4,https://www.youtube.com/watch?v=-DGQsmwXmLg&start=96,2265,2340
64,1377,-DGQsmwXmLg,cutting,cutting,156.0,161.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-DGQsmwXmLg.mp4,https://www.youtube.com/watch?v=-DGQsmwXmLg&start=96,2340,2415
65,1377,-DGQsmwXmLg,cutting,cutting,161.0,166.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-DGQsmwXmLg.mp4,https://www.youtube.com/watch?v=-DGQsmwXmLg&start=96,2415,2490
66,1377,-DGQsmwXmLg,cutting,cutting,166.0,171.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-DGQsmwXmLg.mp4,https://www.youtube.com/watch?v=-DGQsmwXmLg&start=96,2490,2565
67,1377,-DGQsmwXmLg,cutting,cutting,171.0,176.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-DGQsmwXmLg.mp4,https://www.youtube.com/watch?v=-DGQsmwXmLg&start=96,2565,2640
68,1377,-DGQsmwXmLg,cutting,cutting,176.0,181.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-DGQsmwXmLg.mp4,https://www.youtube.com/watch?v=-DGQsmwXmLg&start=96,2640,2715
69,1377,-DGQsmwXmLg,cutting,cutting,181.0,186.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-DGQsmwXmLg.mp4,https://www.youtube.com/watch?v=-DGQsmwXmLg&start=96,2715,2790
70,1377,-DGQsmwXmLg,cutting,cutting,186.0,191.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-DGQsmwXmLg.mp4,https://www.youtube.com/watch?v=-DGQsmwXmLg&start=96,2790,2865
71,1583,0EeZIRDKYO4,cutting,cutting,16.0,21.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0EeZIRDKYO4.mp4,https://www.youtube.com/watch?v=0EeZIRDKYO4&start=16,240,315
72,1584,0EeZIRDKYO4,cutting,cutting,91.0,96.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0EeZIRDKYO4.mp4,https://www.youtube.com/watch?v=0EeZIRDKYO4&start=91,1365,1440
73,1584,0EeZIRDKYO4,cutting,cutting,96.0,101.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0EeZIRDKYO4.mp4,https://www.youtube.com/watch?v=0EeZIRDKYO4&start=91,1440,1515
74,1584,0EeZIRDKYO4,cutting,cutting,101.0,106.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0EeZIRDKYO4.mp4,https://www.youtube.com/watch?v=0EeZIRDKYO4&start=91,1515,1590
75,1584,0EeZIRDKYO4,cutting,cutting,106.0,111.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0EeZIRDKYO4.mp4,https://www.youtube.com/watch?v=0EeZIRDKYO4&start=91,1590,1665
76,1584,0EeZIRDKYO4,cutting,cutting,111.0,116.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0EeZIRDKYO4.mp4,https://www.youtube.com/watch?v=0EeZIRDKYO4&start=91,1665,1740
77,1644,0FHE1jSN3w0,cutting,cutting,35.0,40.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0FHE1jSN3w0.mp4,https://www.youtube.com/watch?v=0FHE1jSN3w0&start=35,525,600
78,1645,0FHE1jSN3w0,cutting,cutting,53.0,58.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0FHE1jSN3w0.mp4,https://www.youtube.com/watch?v=0FHE1jSN3w0&start=53,795,870
79,1645,0FHE1jSN3w0,cutting,cutting,58.0,63.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0FHE1jSN3w0.mp4,https://www.youtube.com/watch?v=0FHE1jSN3w0&start=53,870,945
80,1646,0FHE1jSN3w0,suturing,suturing,1242.0,1247.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0FHE1jSN3w0.mp4,https://www.youtube.com/watch?v=0FHE1jSN3w0&start=1242,18630,18705
81,1646,0FHE1jSN3w0,suturing,suturing,1247.0,1252.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0FHE1jSN3w0.mp4,https://www.youtube.com/watch?v=0FHE1jSN3w0&start=1242,18705,18780
82,1647,0FHE1jSN3w0,tying,suturing,1254.0,1259.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0FHE1jSN3w0.mp4,https://www.youtube.com/watch?v=0FHE1jSN3w0&start=1254,18810,18885
83,1648,0FHE1jSN3w0,suturing,suturing,1260.0,1265.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0FHE1jSN3w0.mp4,https://www.youtube.com/watch?v=0FHE1jSN3w0&start=1260,18900,18975
84,1648,0FHE1jSN3w0,suturing,suturing,1265.0,1270.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0FHE1jSN3w0.mp4,https://www.youtube.com/watch?v=0FHE1jSN3w0&start=1260,18975,19050
85,1648,0FHE1jSN3w0,suturing,suturing,1270.0,1275.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0FHE1jSN3w0.mp4,https://www.youtube.com/watch?v=0FHE1jSN3w0&start=1260,19050,19125
86,1648,0FHE1jSN3w0,suturing,suturing,1275.0,1280.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0FHE1jSN3w0.mp4,https://www.youtube.com/watch?v=0FHE1jSN3w0&start=1260,19125,19200
87,1648,0FHE1jSN3w0,suturing,suturing,1280.0,1285.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0FHE1jSN3w0.mp4,https://www.youtube.com/watch?v=0FHE1jSN3w0&start=1260,19200,19275
88,1648,0FHE1jSN3w0,suturing,suturing,1285.0,1290.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0FHE1jSN3w0.mp4,https://www.youtube.com/watch?v=0FHE1jSN3w0&start=1260,19275,19350
89,1648,0FHE1jSN3w0,suturing,suturing,1290.0,1295.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0FHE1jSN3w0.mp4,https://www.youtube.com/watch?v=0FHE1jSN3w0&start=1260,19350,19425
90,1648,0FHE1jSN3w0,suturing,suturing,1295.0,1300.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0FHE1jSN3w0.mp4,https://www.youtube.com/watch?v=0FHE1jSN3w0&start=1260,19425,19500
91,1648,0FHE1jSN3w0,suturing,suturing,1300.0,1305.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0FHE1jSN3w0.mp4,https://www.youtube.com/watch?v=0FHE1jSN3w0&start=1260,19500,19575
92,1648,0FHE1jSN3w0,suturing,suturing,1305.0,1310.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0FHE1jSN3w0.mp4,https://www.youtube.com/watch?v=0FHE1jSN3w0&start=1260,19575,19650
93,1648,0FHE1jSN3w0,suturing,suturing,1310.0,1315.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0FHE1jSN3w0.mp4,https://www.youtube.com/watch?v=0FHE1jSN3w0&start=1260,19650,19725
94,1648,0FHE1jSN3w0,suturing,suturing,1315.0,1320.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0FHE1jSN3w0.mp4,https://www.youtube.com/watch?v=0FHE1jSN3w0&start=1260,19725,19800
95,1648,0FHE1jSN3w0,suturing,suturing,1320.0,1325.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0FHE1jSN3w0.mp4,https://www.youtube.com/watch?v=0FHE1jSN3w0&start=1260,19800,19875
96,1648,0FHE1jSN3w0,suturing,suturing,1325.0,1330.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0FHE1jSN3w0.mp4,https://www.youtube.com/watch?v=0FHE1jSN3w0&start=1260,19875,19950
97,1648,0FHE1jSN3w0,suturing,suturing,1330.0,1335.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0FHE1jSN3w0.mp4,https://www.youtube.com/watch?v=0FHE1jSN3w0&start=1260,19950,20025
98,1648,0FHE1jSN3w0,suturing,suturing,1335.0,1340.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0FHE1jSN3w0.mp4,https://www.youtube.com/watch?v=0FHE1jSN3w0&start=1260,20025,20100
99,1648,0FHE1jSN3w0,suturing,suturing,1340.0,1345.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0FHE1jSN3w0.mp4,https://www.youtube.com/watch?v=0FHE1jSN3w0&start=1260,20100,20175
100,1649,0FHE1jSN3w0,suturing,suturing,1374.0,1379.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0FHE1jSN3w0.mp4,https://www.youtube.com/watch?v=0FHE1jSN3w0&start=1374,20610,20685
101,1649,0FHE1jSN3w0,suturing,suturing,1379.0,1384.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0FHE1jSN3w0.mp4,https://www.youtube.com/watch?v=0FHE1jSN3w0&start=1374,20685,20760
102,1650,0FHE1jSN3w0,suturing,suturing,1390.0,1395.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0FHE1jSN3w0.mp4,https://www.youtube.com/watch?v=0FHE1jSN3w0&start=1390,20850,20925
103,1650,0FHE1jSN3w0,suturing,suturing,1395.0,1400.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0FHE1jSN3w0.mp4,https://www.youtube.com/watch?v=0FHE1jSN3w0&start=1390,20925,21000
104,1650,0FHE1jSN3w0,suturing,suturing,1400.0,1405.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0FHE1jSN3w0.mp4,https://www.youtube.com/watch?v=0FHE1jSN3w0&start=1390,21000,21075
105,1650,0FHE1jSN3w0,suturing,suturing,1405.0,1410.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0FHE1jSN3w0.mp4,https://www.youtube.com/watch?v=0FHE1jSN3w0&start=1390,21075,21150
106,1650,0FHE1jSN3w0,suturing,suturing,1410.0,1415.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0FHE1jSN3w0.mp4,https://www.youtube.com/watch?v=0FHE1jSN3w0&start=1390,21150,21225
107,1650,0FHE1jSN3w0,suturing,suturing,1415.0,1420.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0FHE1jSN3w0.mp4,https://www.youtube.com/watch?v=0FHE1jSN3w0&start=1390,21225,21300
108,1650,0FHE1jSN3w0,suturing,suturing,1420.0,1425.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0FHE1jSN3w0.mp4,https://www.youtube.com/watch?v=0FHE1jSN3w0&start=1390,21300,21375
109,1650,0FHE1jSN3w0,suturing,suturing,1425.0,1430.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0FHE1jSN3w0.mp4,https://www.youtube.com/watch?v=0FHE1jSN3w0&start=1390,21375,21450
110,1650,0FHE1jSN3w0,suturing,suturing,1430.0,1435.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0FHE1jSN3w0.mp4,https://www.youtube.com/watch?v=0FHE1jSN3w0&start=1390,21450,21525
111,1650,0FHE1jSN3w0,suturing,suturing,1435.0,1440.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0FHE1jSN3w0.mp4,https://www.youtube.com/watch?v=0FHE1jSN3w0&start=1390,21525,21600
112,1650,0FHE1jSN3w0,suturing,suturing,1440.0,1445.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0FHE1jSN3w0.mp4,https://www.youtube.com/watch?v=0FHE1jSN3w0&start=1390,21600,21675
113,1650,0FHE1jSN3w0,suturing,suturing,1445.0,1450.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0FHE1jSN3w0.mp4,https://www.youtube.com/watch?v=0FHE1jSN3w0&start=1390,21675,21750
114,1650,0FHE1jSN3w0,suturing,suturing,1450.0,1455.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0FHE1jSN3w0.mp4,https://www.youtube.com/watch?v=0FHE1jSN3w0&start=1390,21750,21825
115,2396,0VMxXsqmxYg,cutting,cutting,43.0,48.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0VMxXsqmxYg.mp4,https://www.youtube.com/watch?v=0VMxXsqmxYg&start=43,645,720
116,2396,0VMxXsqmxYg,cutting,cutting,48.0,53.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0VMxXsqmxYg.mp4,https://www.youtube.com/watch?v=0VMxXsqmxYg&start=43,720,795
117,2397,0VMxXsqmxYg,cutting,cutting,61.0,66.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0VMxXsqmxYg.mp4,https://www.youtube.com/watch?v=0VMxXsqmxYg&start=61,915,990
118,2397,0VMxXsqmxYg,cutting,cutting,66.0,71.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0VMxXsqmxYg.mp4,https://www.youtube.com/watch?v=0VMxXsqmxYg&start=61,990,1065
119,2397,0VMxXsqmxYg,cutting,cutting,71.0,76.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0VMxXsqmxYg.mp4,https://www.youtube.com/watch?v=0VMxXsqmxYg&start=61,1065,1140
120,2397,0VMxXsqmxYg,cutting,cutting,76.0,81.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0VMxXsqmxYg.mp4,https://www.youtube.com/watch?v=0VMxXsqmxYg&start=61,1140,1215
121,981,0oxhRpSq850,cutting,cutting,16.0,21.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0oxhRpSq850.mp4,https://www.youtube.com/watch?v=0oxhRpSq850&start=16,240,315
122,982,0oxhRpSq850,cutting,cutting,60.0,65.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0oxhRpSq850.mp4,https://www.youtube.com/watch?v=0oxhRpSq850&start=60,900,975
123,982,0oxhRpSq850,cutting,cutting,65.0,70.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0oxhRpSq850.mp4,https://www.youtube.com/watch?v=0oxhRpSq850&start=60,975,1050
124,983,0oxhRpSq850,cutting,cutting,98.0,103.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0oxhRpSq850.mp4,https://www.youtube.com/watch?v=0oxhRpSq850&start=98,1470,1545
125,983,0oxhRpSq850,cutting,cutting,103.0,108.0,5,https://marvl-surgery.s3.amazonaws.com/videos/0oxhRpSq850.mp4,https://www.youtube.com/watch?v=0oxhRpSq850&start=98,1545,1620
