,Unnamed: 0,Unnamed: 0.1,video_id,labeler_2,labeler_1,start_seconds,end_seconds,duration,start_frame,end_frame,labeler_3
34,34,34,-3gFrKiC99I,cutting,cutting,176.0,181.0,5,2640,2715,
35,35,35,-3gFrKiC99I,cutting,cutting,181.0,186.0,5,2715,2790,
36,36,36,-3gFrKiC99I,cutting,background,187.0,192.0,5,2805,2880,background
37,37,37,-3gFrKiC99I,cutting,cutting,196.0,201.0,5,2940,3015,
38,38,38,-3gFrKiC99I,cutting,cutting,201.0,206.0,5,3015,3090,
39,39,39,-3gFrKiC99I,cutting,background,210.0,215.0,5,3150,3225,cutting
40,40,40,-3gFrKiC99I,cutting,cutting,217.0,222.0,5,3255,3330,
41,41,41,-3gFrKiC99I,cutting,cutting,222.0,227.0,5,3330,3405,
42,42,42,-3gFrKiC99I,cutting,cutting,227.0,232.0,5,3405,3480,
43,43,43,-3gFrKiC99I,cutting,cutting,232.0,237.0,5,3480,3555,
44,44,44,-3gFrKiC99I,cutting,background,247.0,252.0,5,3705,3780,cutting
45,45,45,-3gFrKiC99I,cutting,background,252.0,257.0,5,3780,3855,cutting
46,46,46,-3gFrKiC99I,cutting,background,257.0,262.0,5,3855,3930,cutting
47,47,47,-3gFrKiC99I,cutting,background,262.0,267.0,5,3930,4005,cutting
48,48,48,-3gFrKiC99I,cutting,background,267.0,272.0,5,4005,4080,cutting
49,49,49,-3gFrKiC99I,cutting,background,272.0,277.0,5,4080,4155,cutting
50,50,50,-3gFrKiC99I,cutting,cutting,278.0,283.0,5,4170,4245,
51,51,51,-3gFrKiC99I,cutting,background,292.0,297.0,5,4380,4455,cutting
52,52,52,-3gFrKiC99I,cutting,background,297.0,302.0,5,4455,4530,cutting
53,53,53,-3gFrKiC99I,cutting,background,302.0,307.0,5,4530,4605,cutting
54,54,54,-3gFrKiC99I,cutting,background,307.0,312.0,5,4605,4680,cutting
55,55,55,-3gFrKiC99I,cutting,background,320.0,325.0,5,4800,4875,cutting
56,56,56,-3gFrKiC99I,cutting,background,325.0,330.0,5,4875,4950,cutting
57,57,57,-3gFrKiC99I,cutting,cutting,334.0,339.0,5,5010,5085,
58,58,58,-3gFrKiC99I,cutting,cutting,343.0,348.0,5,5145,5220,
59,59,59,-3gFrKiC99I,cutting,background,349.0,354.0,5,5235,5310,background
60,60,60,-3gFrKiC99I,cutting,cutting,355.0,360.0,5,5325,5400,
61,61,61,-3gFrKiC99I,cutting,background,362.0,367.0,5,5430,5505,background
62,62,62,-3gFrKiC99I,cutting,background,367.0,372.0,5,5505,5580,background
63,63,63,-3gFrKiC99I,cutting,background,372.0,377.0,5,5580,5655,background
64,64,64,-3gFrKiC99I,cutting,cutting,380.0,385.0,5,5700,5775,
65,65,65,-3gFrKiC99I,cutting,background,395.0,400.0,5,5925,6000,suturing
66,66,66,-3gFrKiC99I,cutting,background,400.0,405.0,5,6000,6075,suturing
67,67,67,-3gFrKiC99I,background,background,405.0,410.0,5,6075,6150,
68,68,68,-3gFrKiC99I,suturing,background,410.0,415.0,5,6150,6225,suturing
69,69,69,-3gFrKiC99I,suturing,background,419.0,424.0,5,6285,6360,abstain
70,70,70,-3gFrKiC99I,suturing,background,424.0,429.0,5,6360,6435,abstain
71,71,71,-3gFrKiC99I,suturing,background,429.0,434.0,5,6435,6510,abstain
72,72,72,-3gFrKiC99I,suturing,background,434.0,439.0,5,6510,6585,abstain
73,73,73,-3gFrKiC99I,suturing,suturing,441.0,446.0,5,6615,6690,
74,74,74,-3gFrKiC99I,suturing,background,447.0,452.0,5,6705,6780,tying
75,75,75,-3gFrKiC99I,tying,tying,460.0,465.0,5,6900,6975,
76,76,76,-3gFrKiC99I,suturing,background,469.0,474.0,5,7035,7110,suturing
77,77,77,-3gFrKiC99I,suturing,background,474.0,479.0,5,7110,7185,suturing
78,78,78,-3gFrKiC99I,suturing,background,483.0,488.0,5,7245,7320,suturing
79,79,79,-3gFrKiC99I,suturing,background,488.0,493.0,5,7320,7395,suturing
80,80,80,-3gFrKiC99I,suturing,background,498.0,503.0,5,7470,7545,suturing
81,81,81,-3gFrKiC99I,suturing,background,503.0,508.0,5,7545,7620,suturing
82,82,82,-3gFrKiC99I,suturing,background,508.0,513.0,5,7620,7695,suturing
83,83,83,-3gFrKiC99I,suturing,suturing,513.0,518.0,5,7695,7770,
84,84,84,-3gFrKiC99I,suturing,background,518.0,523.0,5,7770,7845,suturing
85,85,85,-3gFrKiC99I,tying,tying,523.0,528.0,5,7845,7920,
86,86,86,-3gFrKiC99I,tying,background,528.0,533.0,5,7920,7995,background
87,87,87,-3gFrKiC99I,suturing,background,533.0,538.0,5,7995,8070,suturing
88,88,88,-3gFrKiC99I,suturing,suturing,542.0,547.0,5,8130,8205,
89,89,89,-3gFrKiC99I,suturing,background,548.0,553.0,5,8220,8295,suturing
90,90,90,-3gFrKiC99I,tying,tying,553.0,558.0,5,8295,8370,
91,91,91,-3gFrKiC99I,tying,background,558.0,563.0,5,8370,8445,background
92,92,92,-3gFrKiC99I,suturing,suturing,564.0,569.0,5,8460,8535,
93,93,93,-3gFrKiC99I,tying,tying,573.0,578.0,5,8595,8670,
94,94,94,-3gFrKiC99I,tying,background,584.0,589.0,5,8760,8835,tying
95,95,95,-3gFrKiC99I,suturing,background,593.0,598.0,5,8895,8970,suturing
96,96,96,-3gFrKiC99I,suturing,suturing,599.0,604.0,5,8985,9060,
97,97,97,-3gFrKiC99I,suturing,suturing,604.0,609.0,5,9060,9135,
98,98,98,-3gFrKiC99I,suturing,suturing,613.0,618.0,5,9195,9270,
99,99,99,-3gFrKiC99I,suturing,suturing,618.0,623.0,5,9270,9345,
100,100,100,-3gFrKiC99I,suturing,suturing,630.0,635.0,5,9450,9525,
101,101,101,-3gFrKiC99I,suturing,suturing,637.0,642.0,5,9555,9630,
102,102,102,-3gFrKiC99I,suturing,background,642.0,647.0,5,9630,9705,suturing
103,103,103,-3gFrKiC99I,suturing,background,647.0,652.0,5,9705,9780,suturing
104,104,104,-3gFrKiC99I,suturing,background,656.0,661.0,5,9840,9915,suturing
105,105,105,-3gFrKiC99I,suturing,suturing,661.0,666.0,5,9915,9990,
106,106,106,-3gFrKiC99I,suturing,background,666.0,671.0,5,9990,10065,suturing
107,107,107,-3gFrKiC99I,suturing,suturing,672.0,677.0,5,10080,10155,
108,108,108,-3gFrKiC99I,suturing,suturing,677.0,682.0,5,10155,10230,
109,109,109,-3gFrKiC99I,suturing,background,684.0,689.0,5,10260,10335,suturing
110,110,110,-3gFrKiC99I,suturing,suturing,689.0,694.0,5,10335,10410,
111,111,111,-3gFrKiC99I,suturing,background,694.0,699.0,5,10410,10485,suturing
112,112,112,-3gFrKiC99I,suturing,background,704.0,709.0,5,10560,10635,suturing
113,113,113,-3gFrKiC99I,suturing,background,716.0,721.0,5,10740,10815,suturing
114,114,114,-3gFrKiC99I,suturing,suturing,723.0,728.0,5,10845,10920,
115,115,115,-3gFrKiC99I,suturing,suturing,738.0,743.0,5,11070,11145,
116,116,116,-3gFrKiC99I,suturing,suturing,743.0,748.0,5,11145,11220,
117,117,117,-3gFrKiC99I,suturing,background,748.0,753.0,5,11220,11295,suturing
118,118,118,-3gFrKiC99I,,suturing,758.0,763.0,5,11370,11445,
119,119,119,-3gFrKiC99I,suturing,background,771.0,776.0,5,11565,11640,suturing
120,120,120,-3gFrKiC99I,suturing,suturing,779.0,784.0,5,11685,11760,
121,121,121,-3gFrKiC99I,suturing,suturing,788.0,793.0,5,11820,11895,
122,122,122,-3gFrKiC99I,suturing,background,793.0,798.0,5,11895,11970,background
123,123,123,-DGQsmwXmLg,background,background,0.0,5.0,5,0,75,
124,124,124,-DGQsmwXmLg,background,background,5.0,10.0,5,75,150,
125,125,125,-DGQsmwXmLg,background,background,10.0,15.0,5,150,225,
126,126,126,-DGQsmwXmLg,background,background,15.0,20.0,5,225,300,
127,127,127,-DGQsmwXmLg,background,background,20.0,25.0,5,300,375,
128,128,128,-DGQsmwXmLg,background,background,25.0,30.0,5,375,450,
129,129,129,-DGQsmwXmLg,background,background,30.0,35.0,5,450,525,
130,130,130,-DGQsmwXmLg,background,background,35.0,40.0,5,525,600,
131,131,131,-DGQsmwXmLg,background,background,40.0,45.0,5,600,675,
132,132,132,-DGQsmwXmLg,background,background,45.0,50.0,5,675,750,
133,133,133,-DGQsmwXmLg,background,background,50.0,55.0,5,750,825,
134,134,134,-DGQsmwXmLg,background,background,55.0,60.0,5,825,900,
135,135,135,-DGQsmwXmLg,background,background,60.0,65.0,5,900,975,
136,136,136,-DGQsmwXmLg,background,background,65.0,70.0,5,975,1050,
137,137,137,-DGQsmwXmLg,background,background,70.0,75.0,5,1050,1125,
138,138,138,-DGQsmwXmLg,background,background,75.0,80.0,5,1125,1200,
139,139,139,-DGQsmwXmLg,background,background,80.0,85.0,5,1200,1275,
140,140,140,-DGQsmwXmLg,background,background,85.0,90.0,5,1275,1350,
141,141,141,-DGQsmwXmLg,background,background,90.0,95.0,5,1350,1425,
142,142,142,-DGQsmwXmLg,cutting,cutting,96.0,101.0,5,1440,1515,
143,143,143,-DGQsmwXmLg,cutting,cutting,101.0,106.0,5,1515,1590,
144,144,144,-DGQsmwXmLg,cutting,cutting,106.0,111.0,5,1590,1665,
145,145,145,-DGQsmwXmLg,cutting,cutting,111.0,116.0,5,1665,1740,
146,146,146,-DGQsmwXmLg,cutting,cutting,116.0,121.0,5,1740,1815,
147,147,147,-DGQsmwXmLg,cutting,cutting,121.0,126.0,5,1815,1890,
148,148,148,-DGQsmwXmLg,cutting,cutting,126.0,131.0,5,1890,1965,
149,149,149,-DGQsmwXmLg,cutting,cutting,131.0,136.0,5,1965,2040,
150,150,150,-DGQsmwXmLg,cutting,cutting,136.0,141.0,5,2040,2115,
151,151,151,-DGQsmwXmLg,cutting,cutting,141.0,146.0,5,2115,2190,
152,152,152,-DGQsmwXmLg,cutting,cutting,146.0,151.0,5,2190,2265,
153,153,153,-DGQsmwXmLg,cutting,cutting,151.0,156.0,5,2265,2340,
154,154,154,-DGQsmwXmLg,cutting,cutting,156.0,161.0,5,2340,2415,
155,155,155,-DGQsmwXmLg,cutting,cutting,161.0,166.0,5,2415,2490,
156,156,156,-DGQsmwXmLg,cutting,cutting,166.0,171.0,5,2490,2565,
157,157,157,-DGQsmwXmLg,cutting,cutting,171.0,176.0,5,2565,2640,
158,158,158,-DGQsmwXmLg,cutting,cutting,176.0,181.0,5,2640,2715,
159,159,159,-DGQsmwXmLg,cutting,cutting,181.0,186.0,5,2715,2790,
160,160,160,-DGQsmwXmLg,cutting,cutting,186.0,191.0,5,2790,2865,
161,161,161,-DGQsmwXmLg,cutting,background,191.0,196.0,5,2865,2940,cutting
162,162,162,-DGQsmwXmLg,background,background,196.0,201.0,5,2940,3015,
163,163,163,-DGQsmwXmLg,background,background,201.0,206.0,5,3015,3090,
164,164,164,-DGQsmwXmLg,background,background,206.0,211.0,5,3090,3165,
165,165,165,-DGQsmwXmLg,background,background,211.0,216.0,5,3165,3240,
166,166,166,0EeZIRDKYO4,background,background,0.0,5.0,5,0,75,
167,167,167,0EeZIRDKYO4,cutting,background,5.0,10.0,5,75,150,background
168,168,168,0EeZIRDKYO4,cutting,background,10.0,15.0,5,150,225,background
169,169,169,0EeZIRDKYO4,cutting,cutting,16.0,21.0,5,240,315,
170,170,170,0EeZIRDKYO4,cutting,background,25.0,30.0,5,375,450,background
171,171,171,0EeZIRDKYO4,cutting,background,30.0,35.0,5,450,525,background
172,172,172,0EeZIRDKYO4,cutting,background,35.0,40.0,5,525,600,background
173,173,173,0EeZIRDKYO4,cutting,background,40.0,45.0,5,600,675,background
174,174,174,0EeZIRDKYO4,cutting,background,45.0,50.0,5,675,750,background
175,175,175,0EeZIRDKYO4,cutting,background,50.0,55.0,5,750,825,background
176,176,176,0EeZIRDKYO4,cutting,background,55.0,60.0,5,825,900,background
177,177,177,0EeZIRDKYO4,cutting,background,60.0,65.0,5,900,975,background
178,178,178,0EeZIRDKYO4,cutting,background,65.0,70.0,5,975,1050,background
179,179,179,0EeZIRDKYO4,cutting,background,70.0,75.0,5,1050,1125,background
180,180,180,0EeZIRDKYO4,cutting,background,75.0,80.0,5,1125,1200,background
181,181,181,0EeZIRDKYO4,cutting,background,80.0,85.0,5,1200,1275,background
182,182,182,0EeZIRDKYO4,cutting,background,85.0,90.0,5,1275,1350,background
183,183,183,0EeZIRDKYO4,cutting,cutting,91.0,96.0,5,1365,1440,
184,184,184,0EeZIRDKYO4,cutting,cutting,96.0,101.0,5,1440,1515,
185,185,185,0EeZIRDKYO4,cutting,cutting,101.0,106.0,5,1515,1590,
186,186,186,0EeZIRDKYO4,cutting,cutting,106.0,111.0,5,1590,1665,
187,187,187,0EeZIRDKYO4,cutting,cutting,111.0,116.0,5,1665,1740,
188,188,188,0EeZIRDKYO4,cutting,background,119.0,124.0,5,1785,1860,cutting
189,189,189,0EeZIRDKYO4,background,background,124.0,129.0,5,1860,1935,
190,190,190,0EeZIRDKYO4,background,background,129.0,134.0,5,1935,2010,
191,191,191,0FHE1jSN3w0,background,background,0.0,5.0,5,0,75,
192,192,192,0FHE1jSN3w0,background,background,5.0,10.0,5,75,150,
193,193,193,0FHE1jSN3w0,background,background,10.0,15.0,5,150,225,
194,194,194,0FHE1jSN3w0,background,background,15.0,20.0,5,225,300,
195,195,195,0FHE1jSN3w0,background,background,20.0,25.0,5,300,375,
196,196,196,0FHE1jSN3w0,background,background,25.0,30.0,5,375,450,
197,197,197,0FHE1jSN3w0,cutting,background,30.0,35.0,5,450,525,background
198,198,198,0FHE1jSN3w0,cutting,cutting,35.0,40.0,5,525,600,
199,199,199,0FHE1jSN3w0,cutting,background,41.0,46.0,5,615,690,cutting
200,200,200,0FHE1jSN3w0,cutting,background,46.0,51.0,5,690,765,cutting
201,201,201,0FHE1jSN3w0,cutting,cutting,53.0,58.0,5,795,870,
202,202,202,0FHE1jSN3w0,cutting,cutting,58.0,63.0,5,870,945,
203,203,203,0FHE1jSN3w0,cutting,background,66.0,71.0,5,990,1065,abstain
204,204,204,0FHE1jSN3w0,cutting,background,71.0,76.0,5,1065,1140,abstain
205,205,205,0FHE1jSN3w0,cutting,background,76.0,81.0,5,1140,1215,abstain
206,206,206,0FHE1jSN3w0,cutting,background,81.0,86.0,5,1215,1290,abstain
207,207,207,0FHE1jSN3w0,cutting,background,86.0,91.0,5,1290,1365,abstain
208,208,208,0FHE1jSN3w0,cutting,background,91.0,96.0,5,1365,1440,abstain
209,209,209,0FHE1jSN3w0,cutting,background,96.0,101.0,5,1440,1515,abstain
210,210,210,0FHE1jSN3w0,cutting,background,101.0,106.0,5,1515,1590,abstain
211,211,211,0FHE1jSN3w0,cutting,background,106.0,111.0,5,1590,1665,abstain
212,212,212,0FHE1jSN3w0,cutting,background,111.0,116.0,5,1665,1740,abstain
213,213,213,0FHE1jSN3w0,cutting,background,116.0,121.0,5,1740,1815,abstain
214,214,214,0FHE1jSN3w0,cutting,background,121.0,126.0,5,1815,1890,abstain
215,215,215,0FHE1jSN3w0,cutting,background,126.0,131.0,5,1890,1965,abstain
216,216,216,0FHE1jSN3w0,cutting,background,131.0,136.0,5,1965,2040,abstain
217,217,217,0FHE1jSN3w0,cutting,background,136.0,141.0,5,2040,2115,abstain
218,218,218,0FHE1jSN3w0,cutting,background,141.0,146.0,5,2115,2190,abstain
219,219,219,0FHE1jSN3w0,cutting,background,146.0,151.0,5,2190,2265,abstain
220,220,220,0FHE1jSN3w0,cutting,background,151.0,156.0,5,2265,2340,abstain
221,221,221,0FHE1jSN3w0,cutting,background,156.0,161.0,5,2340,2415,abstain
222,222,222,0FHE1jSN3w0,cutting,background,161.0,166.0,5,2415,2490,abstain
223,223,223,0FHE1jSN3w0,cutting,background,166.0,171.0,5,2490,2565,abstain
224,224,224,0FHE1jSN3w0,cutting,background,171.0,176.0,5,2565,2640,abstain
225,225,225,0FHE1jSN3w0,cutting,background,176.0,181.0,5,2640,2715,abstain
226,226,226,0FHE1jSN3w0,cutting,background,181.0,186.0,5,2715,2790,abstain
227,227,227,0FHE1jSN3w0,cutting,background,186.0,191.0,5,2790,2865,abstain
228,228,228,0FHE1jSN3w0,cutting,background,191.0,196.0,5,2865,2940,abstain
229,229,229,0FHE1jSN3w0,suturing,background,196.0,201.0,5,2940,3015,tying
230,230,230,0FHE1jSN3w0,tying,background,201.0,206.0,5,3015,3090,tying
231,231,231,0FHE1jSN3w0,tying,background,206.0,211.0,5,3090,3165,tying
232,232,232,0FHE1jSN3w0,tying,background,211.0,216.0,5,3165,3240,tying
233,233,233,0FHE1jSN3w0,cutting,background,216.0,221.0,5,3240,3315,cutting
234,234,234,0FHE1jSN3w0,cutting,background,221.0,226.0,5,3315,3390,cutting
235,235,235,0FHE1jSN3w0,cutting,background,226.0,231.0,5,3390,3465,cutting
236,236,236,0FHE1jSN3w0,cutting,background,231.0,236.0,5,3465,3540,cutting
237,237,237,0FHE1jSN3w0,cutting,background,236.0,241.0,5,3540,3615,cutting
238,238,238,0FHE1jSN3w0,cutting,background,241.0,246.0,5,3615,3690,cutting
239,239,239,0FHE1jSN3w0,cutting,background,246.0,251.0,5,3690,3765,cutting
240,240,240,0FHE1jSN3w0,cutting,background,251.0,256.0,5,3765,3840,cutting
241,241,241,0FHE1jSN3w0,tying,background,256.0,261.0,5,3840,3915,tying
242,242,242,0FHE1jSN3w0,tying,background,261.0,266.0,5,3915,3990,tying
243,243,243,0FHE1jSN3w0,tying,background,266.0,271.0,5,3990,4065,tying
244,244,244,0FHE1jSN3w0,background,background,271.0,276.0,5,4065,4140,
245,245,245,0FHE1jSN3w0,cutting,background,276.0,281.0,5,4140,4215,cutting
246,246,246,0FHE1jSN3w0,cutting,background,281.0,286.0,5,4215,4290,cutting
247,247,247,0FHE1jSN3w0,tying,background,286.0,291.0,5,4290,4365,tying
248,248,248,0FHE1jSN3w0,tying,background,291.0,296.0,5,4365,4440,tying
249,249,249,0FHE1jSN3w0,tying,background,296.0,301.0,5,4440,4515,tying
250,250,250,0FHE1jSN3w0,tying,background,301.0,306.0,5,4515,4590,tying
251,251,251,0FHE1jSN3w0,cutting,background,306.0,311.0,5,4590,4665,cutting
252,252,252,0FHE1jSN3w0,cutting,background,311.0,316.0,5,4665,4740,cutting
253,253,253,0FHE1jSN3w0,cutting,background,316.0,321.0,5,4740,4815,cutting
254,254,254,0FHE1jSN3w0,tying,background,321.0,326.0,5,4815,4890,tying
255,255,255,0FHE1jSN3w0,tying,background,326.0,331.0,5,4890,4965,tying
256,256,256,0FHE1jSN3w0,tying,background,331.0,336.0,5,4965,5040,tying
257,257,257,0FHE1jSN3w0,cutting,background,336.0,341.0,5,5040,5115,cutting
258,258,258,0FHE1jSN3w0,cutting,background,341.0,346.0,5,5115,5190,cutting
259,259,259,0FHE1jSN3w0,tying,background,346.0,351.0,5,5190,5265,tying
260,260,260,0FHE1jSN3w0,tying,background,351.0,356.0,5,5265,5340,tying
261,261,261,0FHE1jSN3w0,tying,background,356.0,361.0,5,5340,5415,tying
262,262,262,0FHE1jSN3w0,tying,background,361.0,366.0,5,5415,5490,tying
263,263,263,0FHE1jSN3w0,cutting,background,366.0,371.0,5,5490,5565,background
264,264,264,0FHE1jSN3w0,cutting,background,371.0,376.0,5,5565,5640,background
265,265,265,0FHE1jSN3w0,cutting,background,376.0,381.0,5,5640,5715,background
266,266,266,0FHE1jSN3w0,tying,background,381.0,386.0,5,5715,5790,tying
267,267,267,0FHE1jSN3w0,cutting,background,386.0,391.0,5,5790,5865,cutting
268,268,268,0FHE1jSN3w0,cutting,background,391.0,396.0,5,5865,5940,cutting
269,269,269,0FHE1jSN3w0,cutting,background,396.0,401.0,5,5940,6015,cutting
270,270,270,0FHE1jSN3w0,cutting,background,401.0,406.0,5,6015,6090,cutting
271,271,271,0FHE1jSN3w0,cutting,background,406.0,411.0,5,6090,6165,cutting
272,272,272,0FHE1jSN3w0,cutting,background,411.0,416.0,5,6165,6240,cutting
273,273,273,0FHE1jSN3w0,cutting,background,416.0,421.0,5,6240,6315,cutting
274,274,274,0FHE1jSN3w0,cutting,background,421.0,426.0,5,6315,6390,cutting
275,275,275,0FHE1jSN3w0,cutting,background,426.0,431.0,5,6390,6465,cutting
276,276,276,0FHE1jSN3w0,cutting,background,431.0,436.0,5,6465,6540,cutting
277,277,277,0FHE1jSN3w0,cutting,background,436.0,441.0,5,6540,6615,cutting
278,278,278,0FHE1jSN3w0,cutting,background,441.0,446.0,5,6615,6690,cutting
279,279,279,0FHE1jSN3w0,cutting,background,446.0,451.0,5,6690,6765,cutting
280,280,280,0FHE1jSN3w0,cutting,background,451.0,456.0,5,6765,6840,cutting
281,281,281,0FHE1jSN3w0,cutting,background,456.0,461.0,5,6840,6915,cutting
282,282,282,0FHE1jSN3w0,cutting,background,461.0,466.0,5,6915,6990,cutting
283,283,283,0FHE1jSN3w0,cutting,background,466.0,471.0,5,6990,7065,cutting
284,284,284,0FHE1jSN3w0,cutting,background,471.0,476.0,5,7065,7140,cutting
285,285,285,0FHE1jSN3w0,cutting,background,476.0,481.0,5,7140,7215,cutting
286,286,286,0FHE1jSN3w0,cutting,background,481.0,486.0,5,7215,7290,cutting
287,287,287,0FHE1jSN3w0,cutting,background,486.0,491.0,5,7290,7365,cutting
288,288,288,0FHE1jSN3w0,cutting,background,491.0,496.0,5,7365,7440,cutting
289,289,289,0FHE1jSN3w0,cutting,background,496.0,501.0,5,7440,7515,cutting
290,290,290,0FHE1jSN3w0,cutting,background,501.0,506.0,5,7515,7590,cutting
291,291,291,0FHE1jSN3w0,cutting,background,506.0,511.0,5,7590,7665,cutting
292,292,292,0FHE1jSN3w0,cutting,background,511.0,516.0,5,7665,7740,cutting
293,293,293,0FHE1jSN3w0,cutting,background,516.0,521.0,5,7740,7815,cutting
294,294,294,0FHE1jSN3w0,cutting,background,521.0,526.0,5,7815,7890,cutting
295,295,295,0FHE1jSN3w0,cutting,background,526.0,531.0,5,7890,7965,cutting
296,296,296,0FHE1jSN3w0,cutting,background,531.0,536.0,5,7965,8040,cutting
297,297,297,0FHE1jSN3w0,cutting,background,536.0,541.0,5,8040,8115,cutting
298,298,298,0FHE1jSN3w0,cutting,background,541.0,546.0,5,8115,8190,cutting
299,299,299,0FHE1jSN3w0,cutting,background,546.0,551.0,5,8190,8265,cutting
300,300,300,0FHE1jSN3w0,cutting,background,551.0,556.0,5,8265,8340,cutting
301,301,301,0FHE1jSN3w0,cutting,background,556.0,561.0,5,8340,8415,cutting
302,302,302,0FHE1jSN3w0,cutting,background,561.0,566.0,5,8415,8490,cutting
303,303,303,0FHE1jSN3w0,cutting,background,566.0,571.0,5,8490,8565,cutting
304,304,304,0FHE1jSN3w0,cutting,background,571.0,576.0,5,8565,8640,cutting
305,305,305,0FHE1jSN3w0,cutting,background,576.0,581.0,5,8640,8715,cutting
306,306,306,0FHE1jSN3w0,cutting,background,581.0,586.0,5,8715,8790,cutting
307,307,307,0FHE1jSN3w0,cutting,background,586.0,591.0,5,8790,8865,cutting
308,308,308,0FHE1jSN3w0,cutting,background,591.0,596.0,5,8865,8940,cutting
309,309,309,0FHE1jSN3w0,cutting,background,596.0,601.0,5,8940,9015,cutting
310,310,310,0FHE1jSN3w0,cutting,background,601.0,606.0,5,9015,9090,cutting
311,311,311,0FHE1jSN3w0,cutting,background,606.0,611.0,5,9090,9165,cutting
312,312,312,0FHE1jSN3w0,cutting,background,611.0,616.0,5,9165,9240,cutting
313,313,313,0FHE1jSN3w0,cutting,background,616.0,621.0,5,9240,9315,cutting
314,314,314,0FHE1jSN3w0,cutting,background,621.0,626.0,5,9315,9390,cutting
315,315,315,0FHE1jSN3w0,cutting,background,626.0,631.0,5,9390,9465,cutting
316,316,316,0FHE1jSN3w0,cutting,background,631.0,636.0,5,9465,9540,cutting
317,317,317,0FHE1jSN3w0,cutting,background,636.0,641.0,5,9540,9615,cutting
318,318,318,0FHE1jSN3w0,cutting,background,641.0,646.0,5,9615,9690,cutting
319,319,319,0FHE1jSN3w0,cutting,background,646.0,651.0,5,9690,9765,cutting
320,320,320,0FHE1jSN3w0,cutting,background,651.0,656.0,5,9765,9840,cutting
321,321,321,0FHE1jSN3w0,cutting,background,656.0,661.0,5,9840,9915,cutting
322,322,322,0FHE1jSN3w0,cutting,background,661.0,666.0,5,9915,9990,cutting
323,323,323,0FHE1jSN3w0,cutting,background,666.0,671.0,5,9990,10065,cutting
324,324,324,0FHE1jSN3w0,cutting,background,671.0,676.0,5,10065,10140,cutting
325,325,325,0FHE1jSN3w0,cutting,background,676.0,681.0,5,10140,10215,cutting
326,326,326,0FHE1jSN3w0,cutting,background,681.0,686.0,5,10215,10290,cutting
327,327,327,0FHE1jSN3w0,cutting,background,686.0,691.0,5,10290,10365,cutting
328,328,328,0FHE1jSN3w0,cutting,background,691.0,696.0,5,10365,10440,cutting
