,video_id,labeler_2,labeler_1,start_seconds,end_seconds,duration,start_frame,end_frame
68,-3gFrKiC99I,background,background,410.0,415.0,5,6150,6225
69,-3gFrKiC99I,background,background,419.0,424.0,5,6285,6360
70,-3gFrKiC99I,background,background,424.0,429.0,5,6360,6435
71,-3gFrKiC99I,background,background,429.0,434.0,5,6435,6510
72,-3gFrKiC99I,background,background,434.0,439.0,5,6510,6585
73,-3gFrKiC99I,suturing,suturing,441.0,446.0,5,6615,6690
74,-3gFrKiC99I,background,background,447.0,452.0,5,6705,6780
75,-3gFrKiC99I,tying,tying,460.0,465.0,5,6900,6975
76,-3gFrKiC99I,background,background,469.0,474.0,5,7035,7110
77,-3gFrKiC99I,background,background,474.0,479.0,5,7110,7185
78,-3gFrKiC99I,background,background,483.0,488.0,5,7245,7320
79,-3gFrKiC99I,background,background,488.0,493.0,5,7320,7395
80,-3gFrKiC99I,background,background,498.0,503.0,5,7470,7545
81,-3gFrKiC99I,background,background,503.0,508.0,5,7545,7620
82,-3gFrKiC99I,background,background,508.0,513.0,5,7620,7695
83,-3gFrKiC99I,suturing,suturing,513.0,518.0,5,7695,7770
84,-3gFrKiC99I,background,background,518.0,523.0,5,7770,7845
85,-3gFrKiC99I,tying,tying,523.0,528.0,5,7845,7920
86,-3gFrKiC99I,background,background,528.0,533.0,5,7920,7995
87,-3gFrKiC99I,background,background,533.0,538.0,5,7995,8070
88,-3gFrKiC99I,suturing,suturing,542.0,547.0,5,8130,8205
89,-3gFrKiC99I,background,background,548.0,553.0,5,8220,8295
90,-3gFrKiC99I,tying,tying,553.0,558.0,5,8295,8370
91,-3gFrKiC99I,background,background,558.0,563.0,5,8370,8445
92,-3gFrKiC99I,suturing,suturing,564.0,569.0,5,8460,8535
93,-3gFrKiC99I,tying,tying,573.0,578.0,5,8595,8670
94,-3gFrKiC99I,background,background,584.0,589.0,5,8760,8835
95,-3gFrKiC99I,background,background,593.0,598.0,5,8895,8970
96,-3gFrKiC99I,suturing,suturing,599.0,604.0,5,8985,9060
97,-3gFrKiC99I,suturing,suturing,604.0,609.0,5,9060,9135
98,-3gFrKiC99I,suturing,suturing,613.0,618.0,5,9195,9270
99,-3gFrKiC99I,suturing,suturing,618.0,623.0,5,9270,9345
100,-3gFrKiC99I,suturing,suturing,630.0,635.0,5,9450,9525
101,-3gFrKiC99I,suturing,suturing,637.0,642.0,5,9555,9630
102,-3gFrKiC99I,background,background,642.0,647.0,5,9630,9705
103,-3gFrKiC99I,background,background,647.0,652.0,5,9705,9780
104,-3gFrKiC99I,background,background,656.0,661.0,5,9840,9915
105,-3gFrKiC99I,suturing,suturing,661.0,666.0,5,9915,9990
106,-3gFrKiC99I,background,background,666.0,671.0,5,9990,10065
107,-3gFrKiC99I,suturing,suturing,672.0,677.0,5,10080,10155
108,-3gFrKiC99I,suturing,suturing,677.0,682.0,5,10155,10230
109,-3gFrKiC99I,background,background,684.0,689.0,5,10260,10335
110,-3gFrKiC99I,suturing,suturing,689.0,694.0,5,10335,10410
111,-3gFrKiC99I,background,background,694.0,699.0,5,10410,10485
112,-3gFrKiC99I,background,background,704.0,709.0,5,10560,10635
113,-3gFrKiC99I,background,background,716.0,721.0,5,10740,10815
114,-3gFrKiC99I,suturing,suturing,723.0,728.0,5,10845,10920
115,-3gFrKiC99I,suturing,suturing,738.0,743.0,5,11070,11145
116,-3gFrKiC99I,suturing,suturing,743.0,748.0,5,11145,11220
117,-3gFrKiC99I,background,background,748.0,753.0,5,11220,11295
118,-3gFrKiC99I,,suturing,758.0,763.0,5,11370,11445
119,-3gFrKiC99I,background,background,771.0,776.0,5,11565,11640
120,-3gFrKiC99I,suturing,suturing,779.0,784.0,5,11685,11760
121,-3gFrKiC99I,suturing,suturing,788.0,793.0,5,11820,11895
122,-3gFrKiC99I,background,background,793.0,798.0,5,11895,11970
123,-DGQsmwXmLg,background,background,0.0,5.0,5,0,75
124,-DGQsmwXmLg,background,background,5.0,10.0,5,75,150
125,-DGQsmwXmLg,background,background,10.0,15.0,5,150,225
126,-DGQsmwXmLg,background,background,15.0,20.0,5,225,300
127,-DGQsmwXmLg,background,background,20.0,25.0,5,300,375
128,-DGQsmwXmLg,background,background,25.0,30.0,5,375,450
129,-DGQsmwXmLg,background,background,30.0,35.0,5,450,525
130,-DGQsmwXmLg,background,background,35.0,40.0,5,525,600
131,-DGQsmwXmLg,background,background,40.0,45.0,5,600,675
132,-DGQsmwXmLg,background,background,45.0,50.0,5,675,750
133,-DGQsmwXmLg,background,background,50.0,55.0,5,750,825
134,-DGQsmwXmLg,background,background,55.0,60.0,5,825,900
135,-DGQsmwXmLg,background,background,60.0,65.0,5,900,975
136,-DGQsmwXmLg,background,background,65.0,70.0,5,975,1050
137,-DGQsmwXmLg,background,background,70.0,75.0,5,1050,1125
138,-DGQsmwXmLg,background,background,75.0,80.0,5,1125,1200
139,-DGQsmwXmLg,background,background,80.0,85.0,5,1200,1275
140,-DGQsmwXmLg,background,background,85.0,90.0,5,1275,1350
141,-DGQsmwXmLg,background,background,90.0,95.0,5,1350,1425
142,-DGQsmwXmLg,cutting,cutting,96.0,101.0,5,1440,1515
143,-DGQsmwXmLg,cutting,cutting,101.0,106.0,5,1515,1590
144,-DGQsmwXmLg,cutting,cutting,106.0,111.0,5,1590,1665
145,-DGQsmwXmLg,cutting,cutting,111.0,116.0,5,1665,1740
146,-DGQsmwXmLg,cutting,cutting,116.0,121.0,5,1740,1815
147,-DGQsmwXmLg,cutting,cutting,121.0,126.0,5,1815,1890
148,-DGQsmwXmLg,cutting,cutting,126.0,131.0,5,1890,1965
149,-DGQsmwXmLg,cutting,cutting,131.0,136.0,5,1965,2040
150,-DGQsmwXmLg,cutting,cutting,136.0,141.0,5,2040,2115
151,-DGQsmwXmLg,cutting,cutting,141.0,146.0,5,2115,2190
152,-DGQsmwXmLg,cutting,cutting,146.0,151.0,5,2190,2265
153,-DGQsmwXmLg,cutting,cutting,151.0,156.0,5,2265,2340
154,-DGQsmwXmLg,cutting,cutting,156.0,161.0,5,2340,2415
155,-DGQsmwXmLg,cutting,cutting,161.0,166.0,5,2415,2490
156,-DGQsmwXmLg,cutting,cutting,166.0,171.0,5,2490,2565
157,-DGQsmwXmLg,cutting,cutting,171.0,176.0,5,2565,2640
158,-DGQsmwXmLg,cutting,cutting,176.0,181.0,5,2640,2715
159,-DGQsmwXmLg,cutting,cutting,181.0,186.0,5,2715,2790
160,-DGQsmwXmLg,cutting,cutting,186.0,191.0,5,2790,2865
161,-DGQsmwXmLg,background,background,191.0,196.0,5,2865,2940
162,-DGQsmwXmLg,background,background,196.0,201.0,5,2940,3015
163,-DGQsmwXmLg,background,background,201.0,206.0,5,3015,3090
164,-DGQsmwXmLg,background,background,206.0,211.0,5,3090,3165
165,-DGQsmwXmLg,background,background,211.0,216.0,5,3165,3240
166,0EeZIRDKYO4,background,background,0.0,5.0,5,0,75
167,0EeZIRDKYO4,background,background,5.0,10.0,5,75,150
168,0EeZIRDKYO4,background,background,10.0,15.0,5,150,225
169,0EeZIRDKYO4,cutting,cutting,16.0,21.0,5,240,315
170,0EeZIRDKYO4,background,background,25.0,30.0,5,375,450
171,0EeZIRDKYO4,background,background,30.0,35.0,5,450,525
172,0EeZIRDKYO4,background,background,35.0,40.0,5,525,600
173,0EeZIRDKYO4,background,background,40.0,45.0,5,600,675
174,0EeZIRDKYO4,background,background,45.0,50.0,5,675,750
175,0EeZIRDKYO4,background,background,50.0,55.0,5,750,825
176,0EeZIRDKYO4,background,background,55.0,60.0,5,825,900
177,0EeZIRDKYO4,background,background,60.0,65.0,5,900,975
178,0EeZIRDKYO4,background,background,65.0,70.0,5,975,1050
179,0EeZIRDKYO4,background,background,70.0,75.0,5,1050,1125
180,0EeZIRDKYO4,background,background,75.0,80.0,5,1125,1200
181,0EeZIRDKYO4,background,background,80.0,85.0,5,1200,1275
182,0EeZIRDKYO4,background,background,85.0,90.0,5,1275,1350
183,0EeZIRDKYO4,cutting,cutting,91.0,96.0,5,1365,1440
184,0EeZIRDKYO4,cutting,cutting,96.0,101.0,5,1440,1515
185,0EeZIRDKYO4,cutting,cutting,101.0,106.0,5,1515,1590
186,0EeZIRDKYO4,cutting,cutting,106.0,111.0,5,1590,1665
187,0EeZIRDKYO4,cutting,cutting,111.0,116.0,5,1665,1740
188,0EeZIRDKYO4,background,background,119.0,124.0,5,1785,1860
189,0EeZIRDKYO4,background,background,124.0,129.0,5,1860,1935
190,0EeZIRDKYO4,background,background,129.0,134.0,5,1935,2010
191,0FHE1jSN3w0,background,background,0.0,5.0,5,0,75
192,0FHE1jSN3w0,background,background,5.0,10.0,5,75,150
193,0FHE1jSN3w0,background,background,10.0,15.0,5,150,225
194,0FHE1jSN3w0,background,background,15.0,20.0,5,225,300
195,0FHE1jSN3w0,background,background,20.0,25.0,5,300,375
196,0FHE1jSN3w0,background,background,25.0,30.0,5,375,450
197,0FHE1jSN3w0,background,background,30.0,35.0,5,450,525
198,0FHE1jSN3w0,cutting,cutting,35.0,40.0,5,525,600
199,0FHE1jSN3w0,background,background,41.0,46.0,5,615,690
200,0FHE1jSN3w0,background,background,46.0,51.0,5,690,765
201,0FHE1jSN3w0,cutting,cutting,53.0,58.0,5,795,870
202,0FHE1jSN3w0,cutting,cutting,58.0,63.0,5,870,945
203,0FHE1jSN3w0,background,background,66.0,71.0,5,990,1065
204,0FHE1jSN3w0,background,background,71.0,76.0,5,1065,1140
205,0FHE1jSN3w0,background,background,76.0,81.0,5,1140,1215
206,0FHE1jSN3w0,background,background,81.0,86.0,5,1215,1290
207,0FHE1jSN3w0,background,background,86.0,91.0,5,1290,1365
208,0FHE1jSN3w0,background,background,91.0,96.0,5,1365,1440
209,0FHE1jSN3w0,background,background,96.0,101.0,5,1440,1515
210,0FHE1jSN3w0,background,background,101.0,106.0,5,1515,1590
211,0FHE1jSN3w0,background,background,106.0,111.0,5,1590,1665
212,0FHE1jSN3w0,background,background,111.0,116.0,5,1665,1740
213,0FHE1jSN3w0,background,background,116.0,121.0,5,1740,1815
214,0FHE1jSN3w0,background,background,121.0,126.0,5,1815,1890
215,0FHE1jSN3w0,background,background,126.0,131.0,5,1890,1965
216,0FHE1jSN3w0,background,background,131.0,136.0,5,1965,2040
217,0FHE1jSN3w0,background,background,136.0,141.0,5,2040,2115
218,0FHE1jSN3w0,background,background,141.0,146.0,5,2115,2190
219,0FHE1jSN3w0,background,background,146.0,151.0,5,2190,2265
220,0FHE1jSN3w0,background,background,151.0,156.0,5,2265,2340
221,0FHE1jSN3w0,background,background,156.0,161.0,5,2340,2415
222,0FHE1jSN3w0,background,background,161.0,166.0,5,2415,2490
223,0FHE1jSN3w0,background,background,166.0,171.0,5,2490,2565
224,0FHE1jSN3w0,background,background,171.0,176.0,5,2565,2640
225,0FHE1jSN3w0,background,background,176.0,181.0,5,2640,2715
226,0FHE1jSN3w0,background,background,181.0,186.0,5,2715,2790
227,0FHE1jSN3w0,background,background,186.0,191.0,5,2790,2865
228,0FHE1jSN3w0,background,background,191.0,196.0,5,2865,2940
229,0FHE1jSN3w0,background,background,196.0,201.0,5,2940,3015
230,0FHE1jSN3w0,background,background,201.0,206.0,5,3015,3090
231,0FHE1jSN3w0,background,background,206.0,211.0,5,3090,3165
232,0FHE1jSN3w0,background,background,211.0,216.0,5,3165,3240
233,0FHE1jSN3w0,background,background,216.0,221.0,5,3240,3315
234,0FHE1jSN3w0,background,background,221.0,226.0,5,3315,3390
235,0FHE1jSN3w0,background,background,226.0,231.0,5,3390,3465
236,0FHE1jSN3w0,background,background,231.0,236.0,5,3465,3540
237,0FHE1jSN3w0,background,background,236.0,241.0,5,3540,3615
238,0FHE1jSN3w0,background,background,241.0,246.0,5,3615,3690
239,0FHE1jSN3w0,background,background,246.0,251.0,5,3690,3765
240,0FHE1jSN3w0,background,background,251.0,256.0,5,3765,3840
241,0FHE1jSN3w0,background,background,256.0,261.0,5,3840,3915
242,0FHE1jSN3w0,background,background,261.0,266.0,5,3915,3990
243,0FHE1jSN3w0,background,background,266.0,271.0,5,3990,4065
244,0FHE1jSN3w0,background,background,271.0,276.0,5,4065,4140
245,0FHE1jSN3w0,background,background,276.0,281.0,5,4140,4215
246,0FHE1jSN3w0,background,background,281.0,286.0,5,4215,4290
247,0FHE1jSN3w0,background,background,286.0,291.0,5,4290,4365
248,0FHE1jSN3w0,background,background,291.0,296.0,5,4365,4440
249,0FHE1jSN3w0,background,background,296.0,301.0,5,4440,4515
250,0FHE1jSN3w0,background,background,301.0,306.0,5,4515,4590
251,0FHE1jSN3w0,background,background,306.0,311.0,5,4590,4665
252,0FHE1jSN3w0,background,background,311.0,316.0,5,4665,4740
253,0FHE1jSN3w0,background,background,316.0,321.0,5,4740,4815
254,0FHE1jSN3w0,background,background,321.0,326.0,5,4815,4890
255,0FHE1jSN3w0,background,background,326.0,331.0,5,4890,4965
256,0FHE1jSN3w0,background,background,331.0,336.0,5,4965,5040
257,0FHE1jSN3w0,background,background,336.0,341.0,5,5040,5115
258,0FHE1jSN3w0,background,background,341.0,346.0,5,5115,5190
259,0FHE1jSN3w0,background,background,346.0,351.0,5,5190,5265
260,0FHE1jSN3w0,background,background,351.0,356.0,5,5265,5340
261,0FHE1jSN3w0,background,background,356.0,361.0,5,5340,5415
262,0FHE1jSN3w0,background,background,361.0,366.0,5,5415,5490
263,0FHE1jSN3w0,background,background,366.0,371.0,5,5490,5565
264,0FHE1jSN3w0,background,background,371.0,376.0,5,5565,5640
265,0FHE1jSN3w0,background,background,376.0,381.0,5,5640,5715
266,0FHE1jSN3w0,background,background,381.0,386.0,5,5715,5790
267,0FHE1jSN3w0,background,background,386.0,391.0,5,5790,5865
268,0FHE1jSN3w0,background,background,391.0,396.0,5,5865,5940
269,0FHE1jSN3w0,background,background,396.0,401.0,5,5940,6015
270,0FHE1jSN3w0,background,background,401.0,406.0,5,6015,6090
271,0FHE1jSN3w0,background,background,406.0,411.0,5,6090,6165
272,0FHE1jSN3w0,background,background,411.0,416.0,5,6165,6240
273,0FHE1jSN3w0,background,background,416.0,421.0,5,6240,6315
274,0FHE1jSN3w0,background,background,421.0,426.0,5,6315,6390
275,0FHE1jSN3w0,background,background,426.0,431.0,5,6390,6465
276,0FHE1jSN3w0,background,background,431.0,436.0,5,6465,6540
277,0FHE1jSN3w0,background,background,436.0,441.0,5,6540,6615
278,0FHE1jSN3w0,background,background,441.0,446.0,5,6615,6690
279,0FHE1jSN3w0,background,background,446.0,451.0,5,6690,6765
280,0FHE1jSN3w0,background,background,451.0,456.0,5,6765,6840
281,0FHE1jSN3w0,background,background,456.0,461.0,5,6840,6915
282,0FHE1jSN3w0,background,background,461.0,466.0,5,6915,6990
283,0FHE1jSN3w0,background,background,466.0,471.0,5,6990,7065
284,0FHE1jSN3w0,background,background,471.0,476.0,5,7065,7140
285,0FHE1jSN3w0,background,background,476.0,481.0,5,7140,7215
286,0FHE1jSN3w0,background,background,481.0,486.0,5,7215,7290
287,0FHE1jSN3w0,background,background,486.0,491.0,5,7290,7365
288,0FHE1jSN3w0,background,background,491.0,496.0,5,7365,7440
289,0FHE1jSN3w0,background,background,496.0,501.0,5,7440,7515
290,0FHE1jSN3w0,background,background,501.0,506.0,5,7515,7590
291,0FHE1jSN3w0,background,background,506.0,511.0,5,7590,7665
292,0FHE1jSN3w0,background,background,511.0,516.0,5,7665,7740
293,0FHE1jSN3w0,background,background,516.0,521.0,5,7740,7815
294,0FHE1jSN3w0,background,background,521.0,526.0,5,7815,7890
295,0FHE1jSN3w0,background,background,526.0,531.0,5,7890,7965
296,0FHE1jSN3w0,background,background,531.0,536.0,5,7965,8040
297,0FHE1jSN3w0,background,background,536.0,541.0,5,8040,8115
298,0FHE1jSN3w0,background,background,541.0,546.0,5,8115,8190
299,0FHE1jSN3w0,background,background,546.0,551.0,5,8190,8265
300,0FHE1jSN3w0,background,background,551.0,556.0,5,8265,8340
301,0FHE1jSN3w0,background,background,556.0,561.0,5,8340,8415
302,0FHE1jSN3w0,background,background,561.0,566.0,5,8415,8490
303,0FHE1jSN3w0,background,background,566.0,571.0,5,8490,8565
304,0FHE1jSN3w0,background,background,571.0,576.0,5,8565,8640
305,0FHE1jSN3w0,background,background,576.0,581.0,5,8640,8715
306,0FHE1jSN3w0,background,background,581.0,586.0,5,8715,8790
307,0FHE1jSN3w0,background,background,586.0,591.0,5,8790,8865
308,0FHE1jSN3w0,background,background,591.0,596.0,5,8865,8940
309,0FHE1jSN3w0,background,background,596.0,601.0,5,8940,9015
310,0FHE1jSN3w0,background,background,601.0,606.0,5,9015,9090
311,0FHE1jSN3w0,background,background,606.0,611.0,5,9090,9165
312,0FHE1jSN3w0,background,background,611.0,616.0,5,9165,9240
313,0FHE1jSN3w0,background,background,616.0,621.0,5,9240,9315
314,0FHE1jSN3w0,background,background,621.0,626.0,5,9315,9390
315,0FHE1jSN3w0,background,background,626.0,631.0,5,9390,9465
316,0FHE1jSN3w0,background,background,631.0,636.0,5,9465,9540
317,0FHE1jSN3w0,background,background,636.0,641.0,5,9540,9615
318,0FHE1jSN3w0,background,background,641.0,646.0,5,9615,9690
319,0FHE1jSN3w0,background,background,646.0,651.0,5,9690,9765
320,0FHE1jSN3w0,background,background,651.0,656.0,5,9765,9840
321,0FHE1jSN3w0,background,background,656.0,661.0,5,9840,9915
322,0FHE1jSN3w0,background,background,661.0,666.0,5,9915,9990
323,0FHE1jSN3w0,background,background,666.0,671.0,5,9990,10065
324,0FHE1jSN3w0,background,background,671.0,676.0,5,10065,10140
325,0FHE1jSN3w0,background,background,676.0,681.0,5,10140,10215
326,0FHE1jSN3w0,background,background,681.0,686.0,5,10215,10290
327,0FHE1jSN3w0,background,background,686.0,691.0,5,10290,10365
328,0FHE1jSN3w0,background,background,691.0,696.0,5,10365,10440
329,0FHE1jSN3w0,background,background,696.0,701.0,5,10440,10515
330,0FHE1jSN3w0,background,background,701.0,706.0,5,10515,10590
331,0FHE1jSN3w0,background,background,706.0,711.0,5,10590,10665
332,0FHE1jSN3w0,background,background,711.0,716.0,5,10665,10740
333,0FHE1jSN3w0,background,background,716.0,721.0,5,10740,10815
334,0FHE1jSN3w0,background,background,721.0,726.0,5,10815,10890
335,0FHE1jSN3w0,background,background,726.0,731.0,5,10890,10965
336,0FHE1jSN3w0,background,background,731.0,736.0,5,10965,11040
337,0FHE1jSN3w0,background,background,736.0,741.0,5,11040,11115
338,0FHE1jSN3w0,background,background,741.0,746.0,5,11115,11190
339,0FHE1jSN3w0,background,background,746.0,751.0,5,11190,11265
340,0FHE1jSN3w0,background,background,751.0,756.0,5,11265,11340
341,0FHE1jSN3w0,background,background,756.0,761.0,5,11340,11415
342,0FHE1jSN3w0,background,background,761.0,766.0,5,11415,11490
343,0FHE1jSN3w0,background,background,766.0,771.0,5,11490,11565
344,0FHE1jSN3w0,background,background,771.0,776.0,5,11565,11640
345,0FHE1jSN3w0,background,background,776.0,781.0,5,11640,11715
346,0FHE1jSN3w0,background,background,781.0,786.0,5,11715,11790
347,0FHE1jSN3w0,background,background,786.0,791.0,5,11790,11865
348,0FHE1jSN3w0,background,background,791.0,796.0,5,11865,11940
349,0FHE1jSN3w0,background,background,796.0,801.0,5,11940,12015
350,0FHE1jSN3w0,background,background,801.0,806.0,5,12015,12090
351,0FHE1jSN3w0,background,background,806.0,811.0,5,12090,12165
352,0FHE1jSN3w0,background,background,811.0,816.0,5,12165,12240
353,0FHE1jSN3w0,background,background,816.0,821.0,5,12240,12315
354,0FHE1jSN3w0,background,background,821.0,826.0,5,12315,12390
355,0FHE1jSN3w0,background,background,826.0,831.0,5,12390,12465
356,0FHE1jSN3w0,background,background,831.0,836.0,5,12465,12540
357,0FHE1jSN3w0,background,background,836.0,841.0,5,12540,12615
358,0FHE1jSN3w0,background,background,841.0,846.0,5,12615,12690
359,0FHE1jSN3w0,background,background,846.0,851.0,5,12690,12765
360,0FHE1jSN3w0,background,background,851.0,856.0,5,12765,12840
361,0FHE1jSN3w0,background,background,856.0,861.0,5,12840,12915
362,0FHE1jSN3w0,background,background,861.0,866.0,5,12915,12990
363,0FHE1jSN3w0,background,background,866.0,871.0,5,12990,13065
364,0FHE1jSN3w0,background,background,871.0,876.0,5,13065,13140
365,0FHE1jSN3w0,background,background,876.0,881.0,5,13140,13215
366,0FHE1jSN3w0,background,background,881.0,886.0,5,13215,13290
367,0FHE1jSN3w0,background,background,886.0,891.0,5,13290,13365
368,0FHE1jSN3w0,background,background,891.0,896.0,5,13365,13440
369,0FHE1jSN3w0,background,background,896.0,901.0,5,13440,13515
370,0FHE1jSN3w0,background,background,901.0,906.0,5,13515,13590
371,0FHE1jSN3w0,background,background,906.0,911.0,5,13590,13665
372,0FHE1jSN3w0,background,background,911.0,916.0,5,13665,13740
373,0FHE1jSN3w0,background,background,916.0,921.0,5,13740,13815
374,0FHE1jSN3w0,background,background,921.0,926.0,5,13815,13890
375,0FHE1jSN3w0,background,background,926.0,931.0,5,13890,13965
376,0FHE1jSN3w0,background,background,931.0,936.0,5,13965,14040
377,0FHE1jSN3w0,background,background,936.0,941.0,5,14040,14115
378,0FHE1jSN3w0,background,background,941.0,946.0,5,14115,14190
379,0FHE1jSN3w0,background,background,946.0,951.0,5,14190,14265
380,0FHE1jSN3w0,background,background,951.0,956.0,5,14265,14340
381,0FHE1jSN3w0,background,background,956.0,961.0,5,14340,14415
382,0FHE1jSN3w0,background,background,961.0,966.0,5,14415,14490
383,0FHE1jSN3w0,background,background,966.0,971.0,5,14490,14565
384,0FHE1jSN3w0,background,background,971.0,976.0,5,14565,14640
385,0FHE1jSN3w0,background,background,976.0,981.0,5,14640,14715
386,0FHE1jSN3w0,background,background,981.0,986.0,5,14715,14790
387,0FHE1jSN3w0,background,background,986.0,991.0,5,14790,14865
388,0FHE1jSN3w0,background,background,991.0,996.0,5,14865,14940
389,0FHE1jSN3w0,background,background,996.0,1001.0,5,14940,15015
390,0FHE1jSN3w0,background,background,1001.0,1006.0,5,15015,15090
391,0FHE1jSN3w0,background,background,1006.0,1011.0,5,15090,15165
392,0FHE1jSN3w0,background,background,1011.0,1016.0,5,15165,15240
393,0FHE1jSN3w0,background,background,1016.0,1021.0,5,15240,15315
394,0FHE1jSN3w0,background,background,1021.0,1026.0,5,15315,15390
395,0FHE1jSN3w0,background,background,1026.0,1031.0,5,15390,15465
396,0FHE1jSN3w0,background,background,1031.0,1036.0,5,15465,15540
397,0FHE1jSN3w0,background,background,1036.0,1041.0,5,15540,15615
398,0FHE1jSN3w0,background,background,1041.0,1046.0,5,15615,15690
399,0FHE1jSN3w0,background,background,1046.0,1051.0,5,15690,15765
400,0FHE1jSN3w0,background,background,1051.0,1056.0,5,15765,15840
401,0FHE1jSN3w0,background,background,1056.0,1061.0,5,15840,15915
402,0FHE1jSN3w0,background,background,1061.0,1066.0,5,15915,15990
403,0FHE1jSN3w0,background,background,1066.0,1071.0,5,15990,16065
404,0FHE1jSN3w0,background,background,1071.0,1076.0,5,16065,16140
405,0FHE1jSN3w0,background,background,1076.0,1081.0,5,16140,16215
406,0FHE1jSN3w0,background,background,1081.0,1086.0,5,16215,16290
